title,budget,revenue,genre,belongs_to_franchise,production_company,cert,runtime,popularity,release_season,release_month,averageRating
Lone Star,5000000.0,13269963.0,Drama,0,Sony Pictures,R,135.0,9.069963,Spring,Jun,7.4
Phenomenon,32000000.0,152036382.0,Drama,0,Walt Disney Studios,PG,123.0,5.575992,Summer,Jul,6.4
She's the One,3500000.0,9482579.0,Comedy,0,Other,R,96.0,10.827266,Summer,Aug,6.0
A Time to Kill,40000000.0,152266007.0,Crime,0,Other,R,149.0,13.309013,Summer,Jul,7.5
Fled,25000000.0,17193231.0,Action,0,Other,R,98.0,3.906949,Summer,Jul,5.4
Joe's Apartment,13000000.0,4619014.0,Fantasy,0,Other,PG-13,78.0,9.490858,Summer,Jul,5.5
The First Wives Club,26000000.0,116400000.0,Comedy,0,ViacomCBS,PG,102.0,10.177303,Summer,Sep,6.4
Ransom,80000000.0,309492681.0,Action,0,Walt Disney Studios,R,117.0,8.772188,Fall,Nov,6.7
Chain Reaction,50000000.0,60209334.0,Action,0,Other,PG-13,107.0,15.874491,Summer,Aug,5.7
Matilda,36000000.0,33459416.0,Comedy,0,Sony Pictures,PG,98.0,10.034915,Summer,Aug,6.9
Emma,6000000.0,22231658.0,Drama,0,ViacomCBS,PG,121.0,6.593011,Summer,Aug,6.6
The Crow: City of Angels,13000000.0,17917287.0,Action,1,Other,R,84.0,6.554679,Summer,Aug,4.7
Bordello of Blood,15000000.0,5600000.0,Horror,1,NBCUniversal,R,87.0,3.450402,Summer,Aug,5.4
The Spitfire Grill,6000000.0,12643776.0,Comedy,0,WarnerMedia,PG-13,117.0,1.19589,Summer,Aug,7.0
Escape from L.A.,50000000.0,42277365.0,Action,1,ViacomCBS,R,97.0,12.229381,Summer,Aug,5.8
Basquiat,2962051.0,3011195.0,Drama,0,Other,R,108.0,4.797674,Summer,Aug,6.9
Tin Cup,45000000.0,53854588.0,Comedy,0,Other,R,135.0,6.24966,Summer,Aug,6.4
Dingo,200000.0,300000.0,Drama,0,Other,PG,109.0,0.124273,Spring,Jun,6.9
Police Story 3: Supercop,900000.0,20483423.0,Action,1,Other,R,95.0,6.751864,Summer,Jul,6.9
Manny & Lo,500000.0,431326.0,Drama,0,Other,R,88.0,1.143656,Winter,Jan,6.5
Bound,4500000.0,7011317.0,Crime,0,Other,R,108.0,12.449574,Summer,Sep,7.3
The Relic,60000000.0,33956608.0,Horror,0,Other,R,110.0,7.699967,Winter,Jan,5.8
The Island of Dr. Moreau,40000000.0,49627779.0,Fantasy,0,WarnerMedia,PG-13,96.0,12.725343,Summer,Aug,4.6
Bulletproof,25000000.0,22611954.0,Action,1,NBCUniversal,R,84.0,7.859132,Summer,Sep,5.8
Halloween: The Curse of Michael Myers,5000000.0,15116634.0,Horror,1,Other,R,88.0,8.768288,Summer,Sep,4.8
Singin' in the Rain,2540800.0,7200000.0,Comedy,0,Other,G,103.0,11.064858,Spring,Apr,8.3
An American in Paris,2723903.0,4500000.0,Drama,0,Other,R,113.0,5.565203,Summer,Aug,7.2
Breakfast at Tiffany's,2500000.0,9500000.0,Comedy,0,Other,PG-13,110.0,10.879289,Fall,Oct,7.6
Vertigo,2479000.0,28000000.0,Other,0,Other,PG,128.0,18.20822,Spring,May,8.3
Rear Window,1000000.0,36764313.0,Drama,0,Other,PG,112.0,17.911314,Summer,Aug,8.4
It Happened One Night,325000.0,4500000.0,Comedy,0,Sony Pictures,R,105.0,6.465257,Winter,Feb,8.1
North by Northwest,4000000.0,13275000.0,Other,1,Other,R,136.0,12.410427,Summer,Jul,8.3
The Apartment,3000000.0,25000000.0,Comedy,0,Other,PG-13,125.0,11.994281,Spring,Jun,8.3
Some Like It Hot,2883848.0,25000000.0,Comedy,0,Other,R,122.0,11.845107,Winter,Mar,8.2
Charade,4000000.0,13474588.0,Comedy,0,Other,R,113.0,7.098731,Fall,Dec,7.9
Casablanca,878000.0,10462500.0,Drama,0,WarnerMedia,PG,102.0,13.916101,Fall,Nov,8.5
The Maltese Falcon,375000.0,1000000.0,Other,0,WarnerMedia,PG-13,100.0,5.782544,Fall,Nov,8.0
Sabrina,2238813.0,10000000.0,Comedy,0,ViacomCBS,PG-13,113.0,7.359741,Summer,Sep,7.7
Roman Holiday,1500000.0,12000000.0,Comedy,0,ViacomCBS,R,119.0,11.954806,Summer,Sep,8.0
The Wizard of Oz,2777000.0,33754967.0,Adventure,1,Other,PG,102.0,22.064932,Summer,Aug,8.0
Sunset Boulevard,1752000.0,5000000.0,Drama,0,ViacomCBS,R,110.0,11.709777,Summer,Aug,8.4
Citizen Kane,839727.0,23217674.0,Other,0,Other,PG,119.0,15.811921,Spring,Apr,8.3
2001: A Space Odyssey,10500000.0,68700000.0,Other,1,Other,G,149.0,22.494622,Spring,Apr,8.3
All About Eve,1400000.0,63463.0,Drama,0,Walt Disney Studios,R,138.0,12.06308,Fall,Nov,8.2
The Women,1688000.0,2270000.0,Comedy,0,Other,R,133.0,5.076649,Winter,Jan,7.8
Rebecca,1288000.0,6000000.0,Drama,0,Other,PG-13,130.0,8.590813,Spring,Apr,8.1
Notorious,2000000.0,24464742.0,Thriller,0,Other,R,102.0,10.135111,Summer,Aug,7.9
Spellbound,1500000.0,7000000.0,Drama,0,Other,PG,111.0,5.47596,Fall,Dec,7.6
To Catch a Thief,2500000.0,8750000.0,Crime,0,ViacomCBS,PG,106.0,5.490505,Summer,Aug,7.4
Ninotchka,1365000.0,2279000.0,Comedy,0,Other,R,110.0,5.120036,Fall,Oct,7.9
The Adventures of Robin Hood,2033000.0,3981000.0,Action,0,WarnerMedia,PG,102.0,10.685036,Spring,May,7.9
Laura,1020000.0,2000000.0,Drama,0,Walt Disney Studios,R,88.0,9.884516,Fall,Oct,8.0
Top Hat,609000.0,3202000.0,Comedy,0,Other,R,101.0,7.122093,Summer,Sep,7.7
East of Eden,1.0,5.0,Drama,0,WarnerMedia,PG,115.0,6.42883,Winter,Mar,7.9
The Thin Man,226408.0,1423000.0,Comedy,1,Other,PG,93.0,10.573867,Spring,May,8.0
It's a Wonderful Life,3180000.0,9644124.0,Drama,0,Other,PG,130.0,15.031588,Fall,Dec,8.6
Mr. Smith Goes to Washington,1500000.0,9600000.0,Comedy,0,Sony Pictures,R,129.0,8.168694,Fall,Oct,8.1
Night of the Living Dead,114000.0,30000000.0,Horror,1,Other,R,96.0,14.384198,Fall,Oct,7.9
The African Queen,1300000.0,10750000.0,Adventure,0,Other,PG,105.0,6.636872,Fall,Dec,7.7
Cat on a Hot Tin Roof,3000000.0,17570324.0,Drama,0,Other,R,108.0,11.794846,Winter,Feb,8.0
A Farewell to Arms,4.0,25.0,Drama,0,ViacomCBS,PG,89.0,1.914697,Fall,Dec,6.5
Maximum Risk,25000000.0,51702483.0,Action,0,Sony Pictures,R,100.0,7.370163,Summer,Sep,5.5
Michael Collins,28000000.0,16900000.0,Drama,0,WarnerMedia,R,132.0,6.728199,Fall,Oct,7.2
Last Man Standing,67000000.0,47267001.0,Action,0,WarnerMedia,R,101.0,11.845918,Summer,Sep,6.4
Set It Off,9000000.0,41590886.0,Drama,0,WarnerMedia,R,118.0,6.85606,Fall,Nov,6.9
Curdled,2300000.0,49620.0,Comedy,0,Other,R,88.0,2.781581,Summer,Sep,5.9
Extreme Measures,38000000.0,17380126.0,Drama,0,WarnerMedia,R,118.0,4.990506,Summer,Sep,6.2
The Chamber,50000000.0,22540359.0,Crime,0,NBCUniversal,R,113.0,3.998494,Fall,Oct,6.0
"20,000 Leagues Under the Sea",5000000.0,28200000.0,Adventure,0,Walt Disney Studios,G,127.0,8.722406,Fall,Dec,7.2
Cool Runnings,14000000.0,154864401.0,Comedy,0,Walt Disney Studios,PG,98.0,8.30721,Summer,Sep,7.0
Cinderella,2900000.0,263591415.0,Other,1,Walt Disney Studios,G,74.0,14.436858,Winter,Mar,7.3
The Sword in the Stone,3000000.0,22182353.0,Animation,1,Walt Disney Studios,G,79.0,10.636458,Fall,Dec,7.2
Robin Hood: Prince of Thieves,48000000.0,390493908.0,Adventure,0,WarnerMedia,PG-13,143.0,10.639244,Spring,Jun,6.9
Mary Poppins,6000000.0,102272727.0,Comedy,1,Walt Disney Studios,G,139.0,15.11549,Summer,Aug,7.8
Dumbo,812000.0,1600000.0,Animation,0,Walt Disney Studios,G,64.0,14.655879,Fall,Oct,7.2
Bedknobs and Broomsticks,20000000.0,17900000.0,Adventure,0,Walt Disney Studios,G,117.0,10.362012,Fall,Oct,7.1
Alice in Wonderland,3000000.0,572000000.0,Animation,1,Walt Disney Studios,G,75.0,16.488937,Summer,Jul,7.4
The Fox and the Hound,12000000.0,29800000.0,Adventure,1,Walt Disney Studios,G,82.0,10.197106,Summer,Jul,7.3
Die Hard,28000000.0,140767956.0,Action,1,Walt Disney Studios,R,131.0,16.640522,Summer,Jul,8.2
The Lawnmower Man,10000000.0,32101000.0,Horror,1,Other,R,108.0,6.685948,Winter,Mar,5.5
Secrets & Lies,4500000.0,13417292.0,Drama,0,Other,R,142.0,11.223572,Spring,May,8.0
Surviving Picasso,16000000.0,1985001.0,Drama,0,Other,R,125.0,2.167132,Summer,Sep,6.4
The Long Kiss Goodnight,65000000.0,89456761.0,Crime,0,WarnerMedia,R,120.0,14.482345,Fall,Oct,6.8
The Ghost and the Darkness,50000000.0,75000000.0,Adventure,0,Other,R,109.0,10.789928,Fall,Oct,6.9
Get on the Bus,2400000.0,5731103.0,Drama,0,Sony Pictures,R,120.0,5.230661,Fall,Oct,6.8
Shadow Conspiracy,45000000.0,2154540.0,Action,0,Other,R,103.0,3.733574,Winter,Jan,5.0
Jude,7000000.0,405000.0,Drama,0,Other,R,123.0,3.379677,Winter,Feb,6.9
Romeo + Juliet,14500000.0,147298761.0,Drama,0,Other,PG-13,120.0,11.774061,Fall,Oct,6.7
Swingers,200000.0,4505922.0,Comedy,0,Other,R,94.0,6.578025,Fall,Oct,7.2
Sleepers,44000000.0,165615285.0,Crime,0,Other,R,147.0,9.198283,Fall,Oct,7.6
Willy Wonka & the Chocolate Factory,3000000.0,4000000.0,Other,0,Other,G,100.0,12.416635,Spring,Jun,7.8
Sleeper,2000000.0,18344729.0,Comedy,0,Other,PG,89.0,6.048904,Fall,Dec,7.2
Bananas,2000000.0,11833696.0,Comedy,0,Other,PG-13,82.0,4.331819,Spring,Apr,7.0
A Fish Called Wanda,7500000.0,62493712.0,Comedy,0,Other,R,108.0,11.400353,Summer,Jul,7.5
Life of Brian,4000000.0,20045115.0,Comedy,0,Other,R,94.0,10.714173,Summer,Aug,8.1
Bonnie and Clyde,2500000.0,50700000.0,Crime,0,WarnerMedia,R,111.0,12.109198,Summer,Jul,7.8
Dial M for Murder,1400000.0,3000000.0,Crime,0,WarnerMedia,PG,104.0,7.853231,Spring,May,8.2
Dirty Dancing,6000000.0,213954274.0,Drama,1,Other,PG-13,100.0,14.044122,Summer,Aug,7.0
Reservoir Dogs,1200000.0,14661007.0,Crime,1,Other,R,99.0,12.22034,Summer,Sep,8.3
Platoon,6000000.0,138530565.0,Drama,0,Other,R,120.0,18.206972,Fall,Dec,8.1
Weekend at Bernie's,6500000.0,30218387.0,Comedy,1,Other,PG-13,97.0,8.051891,Summer,Jul,6.4
Basic Instinct,49000000.0,352927224.0,Thriller,1,Other,R,127.0,16.628427,Winter,Mar,7.0
The Doors,38000000.0,34416893.0,Drama,0,Other,R,140.0,7.829619,Winter,Mar,7.2
The Crying Game,3705538.0,62548947.0,Romance,0,Other,R,112.0,7.404329,Summer,Sep,7.2
Glengarry Glen Ross,12500000.0,10725228.0,Crime,0,WarnerMedia,R,100.0,6.792215,Summer,Sep,7.7
E.T. the Extra-Terrestrial,10500000.0,792965326.0,Other,0,NBCUniversal,PG,115.0,19.358546,Spring,Apr,7.8
Days of Thunder,60000000.0,157920733.0,Adventure,0,Other,PG-13,107.0,7.046753,Spring,Jun,6.1
Top Gun,15000000.0,356830601.0,Action,1,ViacomCBS,PG,110.0,20.301019,Spring,May,6.9
A Streetcar Named Desire,1800000.0,8000000.0,Drama,0,Other,PG,125.0,7.301719,Summer,Sep,8.0
The Funeral,12500000.0,1227324.0,Crime,0,Other,R,99.0,2.772039,Winter,Jan,6.6
The People vs. Larry Flynt,36000000.0,20300385.0,Drama,0,Sony Pictures,R,129.0,9.178371,Fall,Oct,7.3
The Return of the Pink Panther,5000000.0,41833347.0,Other,1,Other,G,113.0,6.501177,Spring,May,7.1
Drop Dead Fred,6788000.0,13878334.0,Comedy,0,Other,PG-13,103.0,7.88101,Spring,Apr,6.0
The Abyss,70000000.0,90000098.0,Adventure,0,Walt Disney Studios,PG-13,139.0,9.809585,Summer,Aug,7.5
The Fog,1000000.0,21378361.0,Horror,0,Other,R,89.0,9.194572,Winter,Feb,6.8
Escape from New York,6000000.0,50244700.0,Other,1,Other,R,99.0,10.124544,Spring,May,7.2
The Howling,1000000.0,17985893.0,Drama,1,Other,R,91.0,6.715512,Spring,Apr,6.6
Monty Python and the Holy Grail,400000.0,5028948.0,Adventure,0,Other,PG,91.0,10.43389,Winter,Mar,8.2
Bad Moon,7000000.0,1100000.0,Horror,0,Other,R,80.0,2.661026,Fall,Nov,5.9
Delicatessen,4000000.0,1794187.0,Comedy,0,Other,R,99.0,12.565447,Spring,Apr,7.6
My Left Foot: The Story of Christy Brown,645180.0,14743391.0,Drama,0,Other,R,103.0,5.841931,Summer,Jul,7.9
Strictly Ballroom,3000000.0,33946224.0,Comedy,0,Other,PG,94.0,3.233531,Summer,Aug,7.2
Madonna: Truth or Dare,4.0,29.0,Other,0,Other,R,119.0,1.325299,Spring,May,6.4
Paris is Burning,500000.0,3779620.0,Other,0,Other,R,71.0,4.101295,Winter,Mar,8.2
One Flew Over the Cuckoo's Nest,3000000.0,108981275.0,Drama,0,Other,R,133.0,35.529554,Fall,Nov,8.7
The Empire Strikes Back,18000000.0,538400000.0,Adventure,1,Walt Disney Studios,PG,124.0,19.470959,Spring,May,8.7
The Princess Bride,16000000.0,30857814.0,Adventure,0,Other,PG,98.0,15.15267,Summer,Sep,8.0
Raiders of the Lost Ark,18000000.0,389925971.0,Adventure,1,ViacomCBS,PG,115.0,19.901576,Spring,Jun,8.4
Aliens,18500000.0,183316455.0,Horror,1,Walt Disney Studios,R,137.0,21.761179,Summer,Jul,8.3
12 Angry Men,350000.0,1000000.0,Drama,0,Other,PG,96.0,16.503959,Winter,Mar,9.0
A Clockwork Orange,2200000.0,26589000.0,Other,0,WarnerMedia,R,136.0,17.112594,Fall,Dec,8.3
To Kill a Mockingbird,2000000.0,13129846.0,Crime,0,Other,R,129.0,14.284787,Fall,Dec,8.2
Return of the Jedi,32350000.0,572700000.0,Adventure,1,Walt Disney Studios,PG,135.0,14.586087,Spring,May,8.3
Wings of Desire,2500000.0,3200000.0,Drama,1,Other,PG-13,128.0,6.357321,Winter,Jan,8.0
GoodFellas,25000000.0,46836394.0,Drama,0,WarnerMedia,R,145.0,15.424092,Summer,Sep,8.7
Alien,11000000.0,104931801.0,Horror,1,Other,R,117.0,23.37742,Spring,May,8.4
Psycho,806948.0,32000000.0,Drama,1,Other,R,109.0,36.826309,Spring,Jun,8.5
The Blues Brothers,27000000.0,115229890.0,Other,1,NBCUniversal,R,133.0,10.076901,Spring,Jun,7.9
Full Metal Jacket,17000000.0,46357676.0,Drama,0,Other,R,116.0,13.94148,Spring,Jun,8.3
Raging Bull,18000000.0,23000000.0,Drama,0,Other,R,129.0,8.868558,Fall,Nov,8.2
Annie Hall,4000000.0,38251425.0,Comedy,0,Other,PG,93.0,18.146043,Spring,Apr,8.0
Das Boot,14000000.0,85000000.0,Action,0,Other,R,149.0,8.80338,Summer,Sep,8.3
The Sting,5500000.0,159616327.0,Comedy,1,Other,PG,129.0,12.016821,Fall,Dec,8.3
The Terminator,6400000.0,78371200.0,Action,1,Other,R,108.0,19.293562,Fall,Oct,8.0
Braindead,3000000.0,242623.0,Horror,0,Other,R,104.0,13.645568,Summer,Aug,7.5
Glory,18000000.0,26828365.0,Other,0,Sony Pictures,R,122.0,7.521346,Fall,Dec,7.8
Miller's Crossing,14000000.0,5080409.0,Drama,0,Other,R,115.0,7.495853,Summer,Sep,7.7
Dead Poets Society,16400000.0,235860116.0,Drama,0,Walt Disney Studios,PG,129.0,19.905716,Spring,Jun,8.1
The Graduate,3000000.0,104945305.0,Drama,0,Other,PG,106.0,12.057829,Fall,Dec,8.0
Touch of Evil,829000.0,2247465.0,Drama,0,NBCUniversal,PG-13,95.0,9.665347,Spring,Apr,8.0
Chinatown,6000000.0,30000000.0,Crime,1,ViacomCBS,R,130.0,12.29227,Spring,Jun,8.1
The Treasure of the Sierra Madre,3800000.0,4307000.0,Action,0,WarnerMedia,R,126.0,8.070589,Winter,Jan,8.2
The Shining,19000000.0,44017374.0,Horror,1,WarnerMedia,R,144.0,19.611589,Spring,May,8.4
Stand by Me,8000000.0,52287414.0,Crime,1,Sony Pictures,R,89.0,15.206957,Summer,Aug,8.1
Evil Dead II,3600000.0,5923044.0,Horror,1,Other,R,84.0,13.520764,Winter,Mar,7.8
Groundhog Day,14600000.0,70906973.0,Romance,0,Sony Pictures,PG,101.0,12.989627,Winter,Feb,8.0
Unforgiven,14000000.0,159157447.0,Other,0,WarnerMedia,R,131.0,10.942149,Summer,Aug,8.2
The Manchurian Candidate,80000000.0,96105910.0,Other,0,Other,PG-13,126.0,7.991677,Fall,Oct,7.9
Back to the Future,19000000.0,381109762.0,Adventure,1,NBCUniversal,PG,116.0,25.778509,Summer,Jul,8.5
Fried Green Tomatoes,11000000.0,119418501.0,Drama,0,NBCUniversal,PG-13,130.0,6.584254,Fall,Dec,7.7
Akira,8000000.0,553171.0,Other,0,Other,R,124.0,10.888917,Summer,Jul,8.0
Highlander,16000000.0,5900000.0,Adventure,1,Other,R,116.0,16.870392,Winter,Mar,7.1
Cool Hand Luke,3000000.0,16217773.0,Crime,0,Other,G,126.0,9.718713,Spring,Jun,8.1
Young Frankenstein,2800000.0,86273333.0,Comedy,0,Other,PG,106.0,9.339316,Fall,Dec,8.0
Night on Earth,3500000.0,2015810.0,Comedy,0,Other,R,129.0,8.291886,Fall,Oct,7.8
The Great Dictator,2000000.0,11000000.0,Comedy,0,Other,R,125.0,9.241748,Fall,Oct,8.4
Fantasia,2280000.0,83320000.0,Animation,1,Walt Disney Studios,G,124.0,8.03796,Fall,Nov,7.7
High Noon,730000.0,8000000.0,Other,0,Other,PG,85.0,16.715935,Winter,Mar,7.9
This Is Spinal Tap,2500000.0,4736202.0,Comedy,0,Other,R,82.0,13.981499,Spring,May,7.9
Indiana Jones and the Last Crusade,48000000.0,474171806.0,Adventure,1,ViacomCBS,PG-13,127.0,14.788987,Spring,May,8.2
A Room with a View,3000000.0,20966644.0,Drama,0,Other,R,117.0,6.175166,Fall,Dec,7.3
Pink Floyd: The Wall,12000000.0,22244207.0,Other,0,Other,R,95.0,6.773407,Summer,Jul,8.1
The Killing Fields,14400000.0,34700291.0,Other,0,Other,R,141.0,11.460364,Fall,Nov,7.8
Forbidden Planet,1900000.0,3250000.0,Adventure,0,Other,G,98.0,6.379966,Winter,Mar,7.6
Butch Cassidy and the Sundance Kid,6000000.0,102308889.0,Other,1,Other,PG,110.0,6.714577,Summer,Sep,8.0
"Paris, Texas",1746964.0,2181987.0,Drama,0,Other,R,147.0,11.635837,Spring,May,8.1
When Harry Met Sally...,16000000.0,92823546.0,Comedy,0,WarnerMedia,R,96.0,8.34322,Summer,Jul,7.6
Alien³,50000000.0,159773545.0,Other,1,Walt Disney Studios,R,114.0,17.126768,Spring,May,6.5
An American Werewolf in London,10000000.0,31973249.0,Horror,1,Other,R,97.0,13.390802,Summer,Aug,7.5
The Birds,2500000.0,11403529.0,Horror,1,Other,PG-13,119.0,11.591462,Winter,Mar,7.7
Dracula,40000000.0,215862692.0,Romance,0,Other,R,128.0,16.777675,Fall,Nov,7.4
Candyman,6000000.0,25792310.0,Drama,1,Other,R,99.0,12.721362,Fall,Oct,6.6
Cape Fear,35000000.0,182300000.0,Crime,0,Other,R,128.0,10.302735,Fall,Nov,7.3
Carrie,1800000.0,33800000.0,Horror,1,Other,R,98.0,9.277692,Fall,Nov,7.4
A Nightmare on Elm Street,1800000.0,25504513.0,Horror,1,WarnerMedia,R,91.0,13.694713,Fall,Nov,7.5
The Omen,2800000.0,60922980.0,Horror,1,Walt Disney Studios,R,111.0,16.641277,Spring,Jun,7.5
Star Trek: First Contact,46000000.0,150000000.0,Other,1,Other,PG-13,111.0,8.808497,Fall,Nov,7.6
Sling Blade,1000000.0,24444121.0,Drama,0,ViacomCBS,R,135.0,9.475693,Summer,Aug,8.0
Jingle All the Way,60000000.0,129832389.0,Other,1,Other,PG,89.0,7.898202,Fall,Nov,5.7
The Preacher's Wife,40000000.0,48093211.0,Fantasy,0,Other,PG,124.0,4.182641,Fall,Dec,5.6
Ridicule,3000000.0,2503829.0,Comedy,0,Other,R,102.0,10.879283,Spring,May,7.4
101 Dalmatians,54000000.0,320689294.0,Comedy,1,Walt Disney Studios,G,103.0,11.470748,Fall,Nov,5.7
Die Hard 2,70000000.0,240031094.0,Action,1,Walt Disney Studios,R,124.0,18.785984,Summer,Jul,7.2
Star Trek: The Motion Picture,35000000.0,139000000.0,Other,1,ViacomCBS,G,132.0,8.277765,Fall,Dec,6.4
Star Trek VI: The Undiscovered Country,27000000.0,96900000.0,Other,1,ViacomCBS,PG,113.0,5.90057,Fall,Dec,7.2
Star Trek V: The Final Frontier,30000000.0,70200000.0,Other,1,ViacomCBS,PG,107.0,12.308007,Spring,Jun,5.5
Star Trek II: The Wrath of Khan,12000000.0,96800000.0,Action,1,ViacomCBS,PG,113.0,7.160236,Spring,Jun,7.7
Star Trek III: The Search for Spock,18000000.0,87000000.0,Other,1,ViacomCBS,PG,105.0,6.197298,Spring,May,6.7
Star Trek IV: The Voyage Home,24000000.0,133000000.0,Other,1,ViacomCBS,PG,119.0,12.596956,Fall,Nov,7.3
Batman Returns,80000000.0,280000000.0,Action,1,WarnerMedia,PG-13,126.0,15.001681,Spring,Jun,7.0
Young Guns,13000000.0,44726644.0,Crime,1,Other,R,107.0,9.905174,Summer,Aug,6.9
Grease,6000000.0,181813770.0,Romance,1,ViacomCBS,PG,110.0,7.854899,Summer,Jul,7.2
Grease 2,13200000.0,15171476.0,Comedy,1,ViacomCBS,PG,115.0,14.202364,Spring,Jun,4.4
Marked for Death,12000000.0,46044400.0,Action,0,Other,R,94.0,5.845712,Fall,Oct,6.0
Under Siege,35000000.0,156563139.0,Action,1,WarnerMedia,R,103.0,9.918269,Fall,Oct,6.5
Jaws,7000000.0,470654000.0,Horror,1,Other,PG,124.0,19.726114,Spring,Jun,8.0
Jaws 2,20000000.0,187884007.0,Horror,1,NBCUniversal,PG,116.0,11.21306,Spring,Jun,5.8
Jaws 3-D,20500000.0,87987055.0,Thriller,1,NBCUniversal,PG,99.0,16.603041,Winter,Mar,3.7
Mars Attacks!,70000000.0,101371017.0,Comedy,0,Other,PG-13,106.0,15.63424,Fall,Dec,6.3
Citizen Ruth,3000000.0,153155.0,Drama,0,Other,R,104.0,2.225234,Fall,Dec,7.0
Jerry Maguire,50000000.0,273552592.0,Comedy,0,Sony Pictures,R,139.0,11.807601,Fall,Dec,7.3
Raising Arizona,6000000.0,29180280.0,Comedy,0,Other,PG-13,94.0,14.011415,Winter,Mar,7.3
Marvin's Room,23000000.0,12803305.0,Drama,0,Other,PG-13,98.0,5.307984,Fall,Dec,6.7
Scream,14000000.0,173046663.0,Crime,1,Other,R,111.0,13.326443,Fall,Dec,7.3
The Last of the Mohicans,40000000.0,75505856.0,Action,0,Other,R,112.0,15.228794,Summer,Sep,7.7
Evita,55000000.0,141047179.0,Other,0,Other,PG,134.0,6.709803,Fall,Dec,6.3
Turbulence,55000000.0,11466088.0,Action,1,Other,R,100.0,5.304043,Winter,Jan,4.9
Metro,55000000.0,31987563.0,Action,0,Walt Disney Studios,R,117.0,10.519481,Winter,Jan,5.5
Dante's Peak,116000000.0,178127760.0,Action,0,NBCUniversal,PG-13,108.0,7.240753,Winter,Feb,6.0
Prefontaine,8000000.0,589304.0,Drama,0,Other,PG-13,106.0,2.93818,Winter,Jan,6.8
Absolute Power,50000000.0,50068310.0,Crime,0,WarnerMedia,R,121.0,7.66124,Winter,Feb,6.7
Vegas Vacation,25000000.0,36400360.0,Comedy,1,WarnerMedia,PG,93.0,9.304901,Winter,Feb,6.0
Lost Highway,15000000.0,3675201.0,Drama,0,Other,R,134.0,8.449722,Winter,Jan,7.6
Rosewood,30000000.0,13130349.0,Drama,0,WarnerMedia,R,140.0,2.899809,Winter,Feb,7.2
Donnie Brasco,35000000.0,41954997.0,Crime,0,Other,R,127.0,12.201954,Winter,Feb,7.7
Kama Sutra - A Tale of Love,3000000.0,4109095.0,Drama,0,Other,R,117.0,7.124652,Summer,Sep,6.1
Private Parts,28000000.0,41230799.0,Comedy,0,ViacomCBS,R,109.0,10.928417,Winter,Mar,6.9
The Saint,68000000.0,118063304.0,Thriller,0,ViacomCBS,PG-13,116.0,10.97633,Spring,Apr,6.3
Liar Liar,45000000.0,302710615.0,Comedy,0,NBCUniversal,PG-13,86.0,10.102471,Winter,Mar,6.9
Selena,20000000.0,60000000.0,Drama,0,Other,PG,127.0,7.390306,Winter,Mar,6.8
The Devil's Own,90000000.0,140807547.0,Crime,0,Sony Pictures,R,107.0,10.675073,Winter,Mar,6.2
Cats Don't Dance,32000000.0,3566637.0,Animation,0,Other,G,75.0,3.406836,Winter,Mar,6.9
Turbo: A Power Rangers Movie,10000000.0,17979739.0,Action,1,Walt Disney Studios,PG,99.0,5.436745,Winter,Mar,3.7
Anna Karenina,35000000.0,791830.0,Drama,0,Other,PG-13,108.0,5.660835,Spring,Apr,6.4
Anaconda,45000000.0,136885767.0,Adventure,1,Other,PG-13,89.0,14.386089,Spring,Apr,4.8
Austin Powers: International Man of Mystery,16500000.0,67683989.0,Other,1,Other,PG-13,94.0,11.749159,Spring,May,7.0
Breakdown,36000000.0,50159144.0,Drama,0,Other,R,95.0,7.926621,Spring,May,6.9
The Fifth Element,90000000.0,263920180.0,Adventure,0,Sony Pictures,PG-13,126.0,24.30526,Spring,May,7.7
Love! Valour! Compassion!,2000000.0,2900000.0,Drama,0,Other,R,108.0,1.7442,Spring,May,7.0
The Lost World: Jurassic Park,73000000.0,229074524.0,Adventure,1,NBCUniversal,PG-13,129.0,0.788123,Spring,May,6.6
Con Air,75000000.0,224012234.0,Action,0,Walt Disney Studios,R,115.0,11.545982,Spring,Jun,6.9
Speed 2: Cruise Control,160000000.0,164508066.0,Action,1,Other,PG-13,121.0,11.268531,Spring,Jun,3.9
Squeeze,500000.0,10300.0,Crime,0,Other,R,95.0,0.321515,Spring,Jun,6.2
Batman & Robin,125000000.0,238207122.0,Action,1,WarnerMedia,PG-13,125.0,17.038824,Spring,Jun,3.8
Hercules,85000000.0,252712101.0,Animation,1,Walt Disney Studios,G,93.0,14.048694,Spring,Jun,7.3
My Best Friend's Wedding,38000000.0,299288605.0,Comedy,0,Sony Pictures,PG-13,105.0,4.678572,Spring,Jun,6.3
Contempt,900000.0,528428.0,Drama,0,Other,R,103.0,7.543337,Fall,Oct,7.6
Face/Off,80000000.0,245676146.0,Action,0,Other,R,138.0,11.467391,Spring,Jun,7.2
Men in Black,90000000.0,589390539.0,Action,1,Sony Pictures,PG-13,98.0,15.781024,Summer,Jul,7.3
A Simple Wish,28000000.0,8345056.0,Adventure,0,NBCUniversal,PG,86.0,3.354869,Summer,Jul,5.4
Contact,90000000.0,171120329.0,Drama,0,WarnerMedia,PG,150.0,14.374866,Summer,Jul,7.4
G.I. Jane,50000000.0,48169156.0,Action,0,Other,R,125.0,9.37934,Summer,Aug,6.0
